ID,Age,Gender,Education Level,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Emotional Intelligence,Risk Tolerance,Stress Resilience,Decision-Making Style,Motivation Type,Logical Reasoning,Verbal Ability,Numerical Ability,Creativity,Memory/Attention Span,Learning Style,Analytical Thinking,Communication,Leadership,Problem-Solving,Technical/Programming,Artistic/Design,Empathy & Counseling Ability,Negotiation/Persuasion,Entrepreneurial Drive,Domain-Specific Skill,Interests,Preferred Work Environment,Values & Motivators,Career Recommendation
108,45,Female,Self-taught,4,5,7,1,5,8,6,7,Analytical,Intrinsic,7,1,2,8,3,Auditory,5,7,2,6,10,2,3,7,3,Wildlife Conservation,"Literature, Defense, Science, Business",Flexible Remote,"Money, Innovation, Recognition",Diplomatic Advisor
109,33,Male,Self-taught,8,3,3,9,10,2,7,2,Risk-averse,Mixed,8,4,2,3,10,Auditory,3,4,6,5,7,7,2,3,9,Data Analysis,"Environment, Research",Team-oriented,"Freedom, Recognition",Supply Chain Manager
110,35,Female,Undergraduate,2,2,2,9,6,6,6,3,Analytical,Mixed,8,9,9,1,1,Visual,7,2,10,6,1,1,7,5,2,Legal Writing,"Media, Art, Research",Flexible Remote,"Service, Creativity, Freedom",Investment Banker
111,21,Female,PhD,10,1,4,6,4,1,10,7,Risk-averse,Mixed,2,1,1,7,8,Visual,2,10,3,3,5,3,10,2,5,"Cybersecurity, Legal Writing","Defense, Public Policy",Structured/Organized,"Adventure, Innovation",Astrophysics Researcher
112,36,Male,Self-taught,7,5,1,1,1,8,8,2,Risk-averse,Extrinsic,4,9,7,10,2,Visual,3,1,6,3,9,7,7,5,5,"Diplomacy, Legal Writing","Environment, Software, Social Work, Literature",Fast-paced,"Freedom, Legacy",Chef
113,26,Male,Self-taught,5,8,1,3,1,7,3,4,Collaborative,Mixed,4,8,7,4,2,Auditory,10,5,3,10,3,3,7,3,3,"Urban Planning, Robotics","Media, Sports, Literature",Flexible Remote,"Growth, Money, Service",Product Manager
114,30,Female,High School,4,5,6,2,1,10,4,4,Risk-averse,Mixed,4,4,6,6,8,Kinesthetic,7,2,7,2,5,9,10,10,1,Fashion Design,"Agriculture, Software, Politics",Fast-paced,"Creativity, Freedom",AI/ML Engineer
115,30,Female,Self-taught,1,3,7,5,4,3,7,8,Analytical,Extrinsic,5,10,5,5,4,Auditory,6,5,4,5,8,8,2,7,4,"Sports Training, Journalism","Research, Software, Public Policy, Business",Structured/Organized,"Impact, Creativity, Service",Diplomatic Advisor
116,37,Male,Self-taught,10,6,6,10,2,1,10,9,Intuitive,Intrinsic,4,3,3,7,7,Visual,10,1,9,10,4,10,2,7,5,"Hospital Management, Fashion Design","Public Policy, Finance",Independent,"Legacy, Recognition",Cyber-Forensics Expert
117,41,Female,Self-taught,4,4,8,2,4,8,1,6,Risk-averse,Intrinsic,9,1,6,10,10,Auditory,3,8,6,1,5,10,4,7,7,"Architecture, Sports Training","Sports, Space, Finance",Independent,"Legacy, Growth, Impact",UX/UI Designer
118,36,Female,Vocational,2,8,1,9,8,3,1,3,Analytical,Intrinsic,9,4,5,5,9,Visual,8,5,7,2,1,7,7,4,3,"Hospital Management, Surgery","Politics, Literature, Sports",Flexible Remote,"Impact, Service",Special Education Specialist
119,36,Female,Vocational,8,4,3,1,6,1,9,4,Analytical,Intrinsic,10,5,8,8,2,Kinesthetic,3,1,6,10,8,5,1,1,2,Wildlife Conservation,"Social Work, Law, Science, Medicine",Flexible Remote,"Impact, Legacy, Recognition",Clinical Psychologist
120,34,Male,Vocational,7,5,9,5,9,7,4,1,Collaborative,Extrinsic,4,2,4,7,9,Reading/Writing,10,6,6,2,5,7,5,5,10,Surgery,"Space, Software, Medicine, Sports",Team-oriented,"Creativity, Service, Recognition",Media Producer
121,45,Female,Self-taught,8,1,2,8,4,10,2,1,Collaborative,Mixed,7,1,7,7,1,Visual,5,6,10,3,4,8,8,9,6,Surgery,"Public Policy, Defense",Structured/Organized,"Innovation, Security, Stability",Neuroscience Postdoc
122,44,Female,Vocational,2,4,1,3,4,9,10,7,Risk-averse,Extrinsic,9,1,6,1,7,Reading/Writing,2,2,10,9,6,5,1,8,2,Robotics,"Public Policy, Hospitality, Media",Structured/Organized,"Money, Freedom, Impact",Diplomatic Advisor
123,43,Male,Self-taught,10,2,2,4,7,10,3,7,Analytical,Intrinsic,3,6,3,5,9,Auditory,10,1,1,6,2,3,10,3,10,"Surgery, Music Composition","Research, Teaching, Media",Independent,"Innovation, Growth, Legacy",Sports Physiotherapist
124,35,Female,Self-taught,8,2,6,10,4,6,2,10,Collaborative,Intrinsic,1,7,1,8,8,Visual,3,9,8,4,6,4,8,5,4,Robotics,"Media, Public Policy, Hospitality",Independent,"Innovation, Service, Stability",Chef
125,41,Male,High School,2,3,5,6,7,6,3,5,Risk-averse,Mixed,3,7,10,4,5,Kinesthetic,3,2,8,10,7,2,9,1,4,"Surgery, Hospital Management","Finance, AI",Hands-on/Fieldwork,"Legacy, Growth",Clinical Psychologist
126,26,Male,Vocational,2,1,7,5,5,6,4,6,Intuitive,Extrinsic,6,5,2,5,5,Reading/Writing,6,7,6,5,10,3,1,1,7,Music Composition,"Politics, Teaching",Independent,"Adventure, Creativity",Corporate Lawyer
127,45,Female,Undergraduate,10,7,5,4,6,3,1,3,Intuitive,Mixed,10,2,9,6,7,Auditory,7,1,3,6,2,6,9,1,5,"Sports Training, Wildlife Conservation","Media, Defense",Independent,"Money, Freedom, Service",Film Director
128,29,Female,Self-taught,6,7,9,9,3,1,10,1,Analytical,Mixed,1,6,10,2,4,Visual,5,9,9,2,9,9,8,4,8,Wildlife Conservation,"Science, Defense, Medicine, AI",Team-oriented,"Creativity, Recognition",Quantitative Analyst
129,38,Male,Graduate,3,5,5,6,2,6,2,8,Risk-averse,Extrinsic,6,8,5,2,3,Reading/Writing,5,7,2,4,5,4,4,3,3,Music Composition,"Hospitality, Design, Software",Fast-paced,"Stability, Money",Policy Analyst
130,17,Male,Graduate,6,2,8,1,6,9,7,3,Risk-averse,Extrinsic,8,10,6,7,7,Kinesthetic,6,4,1,2,4,10,8,4,1,"Urban Planning, Diplomacy","Teaching, Art, Hospitality, Software",Hands-on/Fieldwork,"Service, Innovation, Money",Investment Banker
131,35,Female,PhD,8,4,6,5,6,3,2,9,Analytical,Intrinsic,8,6,10,7,1,Auditory,10,5,9,9,9,8,7,3,10,"Hospital Management, Legal Writing","Design, Business, Space",Research-driven,"Service, Innovation, Freedom",Biomedical Engineer
132,38,Male,Undergraduate,4,6,10,7,5,8,3,4,Risk-averse,Mixed,4,10,5,3,8,Visual,10,7,3,2,4,5,9,5,8,Film Direction,"Teaching, Defense, Design",Independent,"Security, Freedom",Renewable Energy Engineer
133,39,Female,Graduate,1,8,8,3,4,6,7,4,Risk-averse,Extrinsic,2,8,2,9,1,Auditory,4,5,5,8,1,4,2,5,9,"Nutrition Science, Architecture","Environment, AI, Law",Independent,"Adventure, Growth",Robotics Engineer
134,38,Female,PhD,5,2,3,4,3,1,5,6,Collaborative,Extrinsic,4,8,1,4,2,Reading/Writing,6,8,1,3,6,1,4,6,5,"Architecture, Astrophysics","Sports, AI",Team-oriented,"Security, Recognition",Diplomatic Advisor
135,44,Female,PhD,10,3,1,4,8,4,4,6,Collaborative,Intrinsic,9,4,6,9,2,Kinesthetic,8,3,5,10,10,10,6,8,4,"Renewable Energy Systems, Data Analysis","Space, Art, Science",Fast-paced,"Adventure, Growth",Climate Scientist
136,26,Male,High School,6,8,10,6,7,10,1,3,Collaborative,Intrinsic,2,7,7,10,8,Kinesthetic,2,1,9,2,2,4,1,10,4,Journalism,"Public Policy, Software",Hands-on/Fieldwork,"Freedom, Growth",Athletic Coach
137,34,Male,PhD,5,10,5,4,10,4,5,5,Intuitive,Extrinsic,5,8,8,6,1,Visual,5,7,5,3,9,3,9,10,3,"Film Direction, Renewable Energy Systems","Politics, Business, AI",Team-oriented,"Freedom, Service, Stability",Robotics Engineer
138,25,Female,Vocational,5,5,4,9,10,8,7,4,Risk-averse,Extrinsic,7,6,5,8,5,Reading/Writing,1,6,3,6,6,2,3,8,3,"Hospital Management, Renewable Energy Systems","Environment, Social Work",Structured/Organized,"Security, Growth, Money",Environmental Policy Consultant
139,32,Male,Undergraduate,9,2,5,3,10,9,9,7,Analytical,Intrinsic,8,4,7,3,10,Auditory,6,10,1,4,6,8,7,3,2,Legal Writing,"Hospitality, Politics",Research-driven,"Impact, Service",HR Specialist
140,40,Male,Vocational,6,4,2,2,9,7,4,10,Intuitive,Intrinsic,9,9,1,5,5,Reading/Writing,3,7,5,3,5,8,7,6,10,Legal Writing,"Software, Teaching, Social Work",Fast-paced,"Growth, Creativity",Interior Architect
141,19,Male,PhD,1,7,4,10,1,3,8,10,Analytical,Mixed,8,3,8,1,9,Auditory,8,5,4,4,7,2,2,3,7,"Wildlife Conservation, Astrophysics","Medicine, Science, Politics, AI",Fast-paced,"Legacy, Creativity, Impact",Cybersecurity Analyst
142,37,Female,Undergraduate,2,3,3,3,7,8,7,4,Collaborative,Mixed,9,1,3,4,4,Kinesthetic,3,3,10,8,7,3,1,2,6,Legal Writing,"Defense, Design, Software, Social Work",Flexible Remote,"Legacy, Stability, Security",Clinical Psychologist
143,40,Female,PhD,5,5,8,6,5,4,5,6,Intuitive,Intrinsic,7,7,5,10,3,Reading/Writing,2,2,5,3,10,4,7,4,9,"Data Analysis, Diplomacy","Space, Media, Teaching, Public Policy",Independent,"Stability, Adventure",Diplomat
144,41,Male,Graduate,5,5,6,10,7,4,4,10,Intuitive,Extrinsic,5,8,1,5,8,Visual,10,4,3,6,3,8,9,10,4,Robotics,"Politics, Finance",Flexible Remote,"Stability, Creativity, Innovation",Cyber-Forensics Expert
145,19,Female,Self-taught,3,1,6,10,2,9,9,1,Intuitive,Extrinsic,10,4,10,6,8,Auditory,7,3,4,9,4,6,1,7,6,"Astrophysics, Legal Writing","Science, AI, Teaching",Research-driven,"Service, Security",Media Producer
146,38,Female,High School,4,9,10,9,8,6,8,3,Collaborative,Mixed,6,1,1,5,7,Visual,5,1,10,1,3,8,7,10,7,Robotics,"Software, Agriculture, Space, Research",Flexible Remote,"Freedom, Recognition",Game Concept Artist
147,29,Female,Self-taught,10,5,10,4,10,3,7,2,Intuitive,Extrinsic,6,5,4,9,10,Reading/Writing,4,9,4,9,4,8,6,4,1,Fashion Design,"Politics, Agriculture, Law, Hospitality",Creative/Artistic,"Money, Security",Urban Planner
148,20,Female,Graduate,1,3,8,8,5,7,1,8,Intuitive,Extrinsic,7,3,4,9,7,Auditory,10,7,9,5,8,1,7,8,10,"Sports Training, Architecture","Public Policy, Business, Media",Hands-on/Fieldwork,"Growth, Legacy, Money",Astrophysics Researcher
149,37,Female,Graduate,10,1,2,1,2,10,8,7,Collaborative,Mixed,3,2,1,1,6,Auditory,5,9,6,4,6,10,1,7,8,Sports Training,"Design, Art",Hands-on/Fieldwork,"Service, Recognition",Supply Chain Manager
150,32,Male,Undergraduate,2,6,5,1,10,7,1,1,Analytical,Mixed,7,4,3,4,4,Reading/Writing,7,4,3,5,7,10,7,6,9,Data Analysis,"Media, Research, Design, Literature",Independent,"Adventure, Legacy, Money",Curriculum Designer
151,40,Male,Graduate,2,8,6,9,6,3,7,5,Risk-averse,Intrinsic,2,6,1,7,4,Auditory,2,4,9,5,3,5,4,2,8,Architecture,"Science, Agriculture, Media",Creative/Artistic,"Freedom, Legacy, Adventure",Medical Researcher
152,34,Male,Graduate,4,8,5,6,8,7,5,7,Collaborative,Mixed,10,9,4,6,10,Reading/Writing,5,1,10,4,10,8,4,1,8,"Teaching Pedagogy, Architecture","Medicine, Space, Art, Literature",Fast-paced,"Growth, Money, Innovation",Military Strategist
153,35,Male,Graduate,10,3,1,2,4,5,3,6,Intuitive,Mixed,8,2,10,5,2,Auditory,5,9,9,8,4,3,5,6,2,Film Direction,"Agriculture, Literature, Science",Creative/Artistic,"Recognition, Adventure, Impact",Diplomat
154,20,Male,Graduate,7,1,3,6,2,4,5,3,Collaborative,Intrinsic,10,7,7,7,1,Reading/Writing,7,9,2,3,7,8,4,10,7,"Architecture, Journalism","Business, Sports",Creative/Artistic,"Recognition, Money",Supply Chain Manager
155,18,Male,Self-taught,6,1,3,9,9,2,7,3,Collaborative,Intrinsic,5,8,5,7,4,Kinesthetic,9,2,4,3,6,6,9,8,4,"Astrophysics, Teaching Pedagogy","Design, Finance, Art, Social Work",Research-driven,"Service, Security, Recognition",University Lecturer
156,30,Male,Vocational,6,7,1,10,10,1,6,5,Risk-averse,Extrinsic,2,8,6,6,3,Reading/Writing,1,4,5,7,4,3,2,10,5,"Sports Training, Teaching Pedagogy","Finance, Defense, Design",Research-driven,"Stability, Adventure",Curriculum Designer
157,26,Male,Undergraduate,10,9,1,8,9,10,8,1,Collaborative,Extrinsic,9,1,1,2,2,Kinesthetic,4,5,1,2,8,5,10,6,9,Music Composition,"Design, Medicine, Art",Hands-on/Fieldwork,"Money, Impact, Security",Diplomat
158,33,Female,Undergraduate,10,7,7,8,4,6,8,9,Collaborative,Mixed,1,8,2,3,9,Visual,6,10,6,4,10,4,1,5,5,Film Direction,"Research, Sports",Structured/Organized,"Recognition, Money",Data Scientist
159,44,Female,Self-taught,2,2,2,7,9,10,1,4,Collaborative,Intrinsic,8,7,1,5,3,Kinesthetic,9,10,8,10,3,4,9,3,3,Film Direction,"Law, Defense",Independent,"Legacy, Growth, Creativity",Pediatric Surgeon
160,25,Male,Undergraduate,2,6,3,4,7,5,7,3,Analytical,Mixed,4,7,8,1,7,Auditory,3,10,8,1,2,5,6,1,6,"Diplomacy, Sports Training","Hospitality, Medicine",Flexible Remote,"Growth, Adventure, Stability",Diplomatic Advisor
161,23,Female,Undergraduate,4,8,4,5,1,3,10,3,Collaborative,Intrinsic,1,2,2,2,8,Auditory,2,1,3,3,10,1,6,3,3,Journalism,"Space, Research, Science",Flexible Remote,"Creativity, Security, Stability",Blockchain Developer
162,20,Male,Graduate,8,5,1,10,7,4,3,2,Intuitive,Extrinsic,9,3,5,9,10,Reading/Writing,4,4,2,2,4,9,6,6,8,"Data Analysis, Film Direction","Design, Environment",Creative/Artistic,"Legacy, Service, Adventure",Sports Physiotherapist
163,40,Male,Vocational,2,8,10,10,9,10,1,3,Collaborative,Mixed,8,10,3,6,3,Auditory,3,5,4,4,10,3,7,4,4,"Music Composition, Surgery","Art, Public Policy, Defense, Environment",Creative/Artistic,"Creativity, Recognition, Impact",Pediatric Surgeon
164,30,Male,Vocational,10,6,9,1,10,7,2,7,Intuitive,Mixed,8,6,7,2,2,Auditory,10,1,9,10,5,9,2,9,10,"Architecture, Urban Planning","Politics, Environment",Hands-on/Fieldwork,"Stability, Money, Adventure",Robotics Engineer
165,17,Male,High School,3,10,4,6,10,6,4,5,Analytical,Extrinsic,9,8,9,4,3,Reading/Writing,1,10,9,7,3,7,6,3,9,"Music Composition, Film Direction","Medicine, Agriculture, Finance",Hands-on/Fieldwork,"Innovation, Adventure",Supply Chain Manager
166,26,Male,PhD,6,7,7,3,9,5,2,10,Risk-averse,Mixed,8,1,4,8,4,Reading/Writing,7,5,1,5,6,9,9,3,8,Cybersecurity,"Sports, AI, Medicine, Finance",Independent,"Growth, Service, Freedom",University Lecturer
167,21,Male,PhD,2,7,9,9,2,9,1,6,Risk-averse,Extrinsic,6,5,8,5,2,Visual,7,4,8,1,7,6,4,10,6,"Urban Planning, Diplomacy","Design, Politics, Business, Environment",Creative/Artistic,"Growth, Security",Investment Banker
168,31,Male,Self-taught,2,10,5,4,5,1,3,2,Analytical,Intrinsic,2,9,10,5,9,Kinesthetic,7,1,7,7,4,1,2,9,7,Renewable Energy Systems,"Hospitality, Business",Structured/Organized,"Money, Security",Supply Chain Manager
169,44,Male,High School,9,9,3,10,7,5,10,7,Intuitive,Intrinsic,3,2,2,8,1,Kinesthetic,1,5,10,3,6,3,7,4,7,Teaching Pedagogy,"Sports, Design, AI",Fast-paced,"Stability, Service, Security",Diplomatic Advisor
170,36,Female,Graduate,7,1,9,10,2,1,10,6,Collaborative,Extrinsic,6,9,4,3,3,Visual,4,10,5,8,1,6,8,2,5,Urban Planning,"Social Work, Teaching, Public Policy, Business",Creative/Artistic,"Money, Freedom, Stability",Astrophysics Researcher
171,27,Male,High School,10,2,2,5,4,6,6,5,Collaborative,Mixed,3,9,1,8,10,Kinesthetic,6,2,9,4,10,9,2,4,1,"Hospital Management, Cybersecurity","Science, Environment, Art",Independent,"Recognition, Innovation",Chef
172,28,Female,PhD,5,1,3,5,10,3,8,9,Risk-averse,Mixed,5,9,4,8,8,Visual,3,10,6,6,5,8,7,1,6,"Cybersecurity, Astrophysics","Sports, Space, Hospitality, Art",Flexible Remote,"Impact, Freedom",Hotel Manager
173,23,Male,Self-taught,10,4,3,5,5,3,5,8,Analytical,Extrinsic,3,7,7,6,4,Auditory,4,8,6,9,4,10,3,4,3,"Robotics, Astrophysics","Environment, Research",Fast-paced,"Creativity, Adventure",Clinical Psychologist
174,41,Female,Graduate,8,7,1,5,10,3,3,2,Analytical,Intrinsic,10,3,5,2,2,Auditory,6,7,6,7,2,2,4,1,10,Legal Writing,"Hospitality, Space",Creative/Artistic,"Impact, Growth",HR Specialist
175,20,Male,Graduate,9,4,9,6,8,3,4,4,Intuitive,Extrinsic,6,8,6,4,4,Auditory,8,8,8,3,3,5,10,7,7,Surgery,"Defense, Environment, Business",Creative/Artistic,"Stability, Adventure",Quantitative Analyst
176,28,Male,Graduate,9,2,10,9,6,6,1,1,Collaborative,Intrinsic,1,6,9,5,2,Reading/Writing,5,6,9,7,8,5,7,5,10,"Astrophysics, Diplomacy","Hospitality, Agriculture, Defense, Social Work",Research-driven,"Service, Legacy, Money",Human Rights Advocate
177,17,Female,Graduate,8,5,8,6,8,10,2,9,Intuitive,Mixed,1,3,10,1,2,Auditory,2,7,3,2,6,5,3,6,8,"Journalism, Robotics","Finance, Politics, Sports",Creative/Artistic,"Security, Service",Financial Risk Consultant
178,41,Female,Vocational,5,6,1,9,7,5,1,6,Collaborative,Mixed,4,7,9,2,8,Visual,1,10,8,7,8,7,10,8,10,Teaching Pedagogy,"Space, Science, Art, AI",Independent,"Freedom, Service, Money",Neuroscience Postdoc
179,40,Male,PhD,2,4,9,2,3,5,8,2,Risk-averse,Intrinsic,8,7,8,3,3,Visual,1,5,7,4,1,2,4,8,9,Hospital Management,"Business, Space, Literature",Creative/Artistic,"Legacy, Adventure",UX/UI Designer
180,41,Male,High School,9,6,6,8,7,7,4,4,Analytical,Intrinsic,2,6,10,10,4,Kinesthetic,1,6,8,9,9,8,7,5,4,Data Analysis,"Finance, Politics, Software, Public Policy",Flexible Remote,"Recognition, Stability",Pilot
181,41,Female,Vocational,6,2,2,2,7,9,6,7,Intuitive,Extrinsic,4,10,6,1,7,Auditory,2,10,5,3,4,10,1,7,8,Cybersecurity,"Law, Media, Teaching, Medicine",Research-driven,"Impact, Creativity, Legacy",Corporate Trainer
182,21,Male,Undergraduate,1,6,3,2,10,9,4,9,Collaborative,Mixed,1,2,10,8,7,Auditory,8,8,5,8,1,3,2,3,3,Renewable Energy Systems,"Sports, Literature, Media, Medicine",Hands-on/Fieldwork,"Stability, Innovation",Clinical Psychologist
183,37,Male,Graduate,1,4,1,2,10,9,8,8,Collaborative,Extrinsic,9,2,6,8,10,Reading/Writing,8,3,1,5,10,9,4,4,8,"Wildlife Conservation, Journalism","Social Work, AI",Independent,"Growth, Impact, Adventure",Wildlife Conservationist
184,39,Male,Undergraduate,8,5,9,3,9,3,3,6,Collaborative,Extrinsic,2,9,10,8,7,Visual,9,9,8,5,1,10,9,6,2,Astrophysics,"Science, Public Policy",Hands-on/Fieldwork,"Creativity, Security",Supply Chain Manager
185,38,Male,PhD,10,8,4,3,1,2,9,7,Analytical,Extrinsic,3,1,10,10,1,Kinesthetic,9,10,7,7,2,4,7,2,5,Teaching Pedagogy,"Research, Software, Art",Team-oriented,"Security, Stability",Media Producer
186,24,Male,Graduate,6,7,10,3,3,4,9,3,Intuitive,Extrinsic,7,7,2,1,7,Visual,8,10,10,6,2,1,5,4,1,Legal Writing,"Defense, AI, Media",Structured/Organized,"Recognition, Service, Security",Space Mission Engineer
187,41,Male,High School,2,7,10,3,3,1,9,6,Analytical,Mixed,1,9,3,8,2,Reading/Writing,6,9,8,8,2,3,6,8,1,"Data Analysis, Diplomacy","AI, Design, Social Work",Independent,"Recognition, Money, Security",Pediatric Surgeon
188,28,Male,High School,3,5,7,3,4,5,1,5,Intuitive,Intrinsic,9,3,8,3,2,Kinesthetic,1,5,7,9,2,9,2,5,2,Robotics,"Literature, Research, Finance",Structured/Organized,"Money, Innovation, Freedom",Special Education Specialist
189,45,Female,PhD,10,2,4,6,9,3,9,4,Collaborative,Mixed,3,9,8,9,10,Reading/Writing,10,8,2,10,6,10,8,10,6,Sports Training,"Software, Environment, Design",Fast-paced,"Security, Stability, Creativity",Space Mission Engineer
190,44,Female,Undergraduate,7,2,3,5,6,10,4,8,Analytical,Extrinsic,6,4,10,3,4,Auditory,3,4,5,9,10,7,2,10,6,Sports Training,"Design, Sports, Law, Medicine",Team-oriented,"Adventure, Creativity",Robotics Engineer
191,40,Female,High School,6,8,3,3,2,3,8,7,Analytical,Intrinsic,5,9,10,9,4,Visual,10,6,6,1,2,8,3,8,3,"Renewable Energy Systems, Hospital Management","Defense, Law, Social Work, Teaching",Research-driven,"Innovation, Adventure, Creativity",Astrophysics Researcher
192,42,Male,Graduate,1,5,6,1,8,3,1,10,Analytical,Mixed,1,6,10,10,10,Auditory,10,3,2,2,7,10,6,6,5,Journalism,"AI, Agriculture, Science, Media",Flexible Remote,"Money, Growth",Biomedical Engineer
193,39,Male,Graduate,9,3,8,3,7,3,2,2,Analytical,Extrinsic,8,5,5,2,2,Visual,9,2,4,2,8,5,8,2,3,"Renewable Energy Systems, Nutrition Science","Science, Sports",Independent,"Adventure, Service",Data Scientist
194,39,Male,Self-taught,8,9,1,10,6,1,1,4,Risk-averse,Extrinsic,5,7,8,5,7,Kinesthetic,9,9,3,7,10,6,3,5,8,"Teaching Pedagogy, Legal Writing","Science, AI",Flexible Remote,"Growth, Stability",University Lecturer
195,19,Male,Vocational,10,4,2,2,9,8,5,1,Risk-averse,Intrinsic,4,3,9,6,5,Visual,1,2,4,2,8,6,10,8,5,Astrophysics,"Space, Sports",Fast-paced,"Adventure, Freedom",Investment Banker
196,32,Male,Self-taught,10,10,6,7,7,8,3,3,Analytical,Intrinsic,1,9,6,4,10,Visual,7,4,8,5,4,1,8,10,8,Robotics,"Social Work, Medicine",Fast-paced,"Growth, Impact, Stability",Policy Analyst
197,33,Male,Undergraduate,1,5,4,6,3,3,10,8,Risk-averse,Extrinsic,10,4,7,9,9,Visual,2,4,3,1,2,7,1,7,9,Film Direction,"Science, Agriculture, Business, Defense",Research-driven,"Service, Impact, Legacy",Quantitative Analyst
198,39,Male,Vocational,4,9,8,4,1,9,6,6,Analytical,Mixed,8,7,3,5,5,Kinesthetic,6,6,3,1,5,9,8,6,1,Renewable Energy Systems,"Science, Software, Agriculture, Research",Creative/Artistic,"Innovation, Impact",Special Education Specialist
199,38,Male,High School,8,9,4,4,5,9,10,2,Collaborative,Extrinsic,8,4,4,8,5,Visual,1,3,8,8,5,2,2,7,6,"Wildlife Conservation, Hospital Management","Teaching, Defense, Agriculture, Software",Flexible Remote,"Recognition, Growth",High School Physics Teacher
200,42,Male,Graduate,6,1,3,3,3,4,1,6,Collaborative,Extrinsic,3,8,10,6,4,Auditory,6,3,3,4,3,8,6,5,7,Wildlife Conservation,"Politics, Design",Creative/Artistic,"Money, Adventure, Growth",Quantitative Analyst
201,30,Male,High School,1,1,4,10,1,6,1,7,Collaborative,Extrinsic,2,3,8,4,10,Reading/Writing,9,4,9,3,2,7,5,4,7,Fashion Design,"Art, Agriculture",Independent,"Stability, Money",Renewable Energy Engineer
202,42,Male,High School,2,7,2,1,9,1,8,9,Analytical,Mixed,8,2,4,4,6,Visual,10,5,6,10,9,2,10,7,4,Cybersecurity,"Environment, Sports",Team-oriented,"Stability, Innovation",Media Producer
203,39,Female,PhD,1,7,2,6,7,7,5,8,Analytical,Mixed,5,1,6,4,1,Reading/Writing,2,8,4,3,1,7,7,10,10,Surgery,"Hospitality, Agriculture",Independent,"Creativity, Impact, Recognition",Athletic Coach
204,34,Female,High School,3,4,5,2,6,8,9,8,Collaborative,Extrinsic,1,6,2,5,1,Kinesthetic,6,4,8,10,10,5,8,5,9,"Legal Writing, Sports Training","Medicine, Software",Flexible Remote,"Service, Creativity",Biotech Researcher
205,23,Male,Undergraduate,3,9,5,5,8,7,10,3,Risk-averse,Intrinsic,9,2,3,8,1,Auditory,7,7,2,9,3,9,8,1,2,Journalism,"Business, Finance",Research-driven,"Impact, Creativity",Athletic Coach
206,36,Male,Graduate,3,8,4,4,9,8,8,1,Analytical,Intrinsic,5,3,10,3,8,Kinesthetic,7,8,8,5,7,4,7,1,8,"Urban Planning, Hospital Management","Design, AI",Research-driven,"Legacy, Service",HR Specialist
207,42,Male,Undergraduate,2,7,4,8,5,7,2,9,Risk-averse,Extrinsic,8,9,4,6,6,Kinesthetic,6,9,1,3,8,5,5,2,1,Teaching Pedagogy,"Public Policy, Law, Medicine, Literature",Team-oriented,"Security, Service, Money",Athletic Coach
208,41,Male,Self-taught,5,8,7,3,4,3,10,2,Analytical,Intrinsic,8,6,6,3,8,Kinesthetic,10,1,2,8,4,9,1,5,8,Surgery,"Finance, Social Work, Hospitality",Independent,"Security, Recognition",Venture Capital Analyst
209,18,Female,PhD,6,8,9,1,9,3,2,4,Risk-averse,Extrinsic,5,9,4,5,1,Kinesthetic,2,3,3,3,3,5,3,8,8,"Urban Planning, Architecture","Media, Design",Team-oriented,"Money, Service",Media Producer
210,18,Male,Graduate,2,10,1,3,2,10,4,7,Intuitive,Extrinsic,3,3,2,6,8,Reading/Writing,5,6,4,5,9,4,7,3,2,Data Analysis,"Research, Literature, Science",Research-driven,"Adventure, Impact, Recognition",HR Specialist
